"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","skewness","kurtosis"
"listings",743,1026.5,1618.5,2056,3296,240,1738.02083333333,566568.966091353,752.707756098841,43.3083275909432,0.649498226273971,-0.791790033332591
