"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","skewness","kurtosis"
"median_price",73800,117300,134500,150050,180000,240,132665.416666667,513572983.089261,22662.148686505,17.0821825732064,-0.364552878177372,-0.622961820755544
