"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","skewness","kurtosis"
"volume",8.166,17.6595,27.0625,40.893,83.547,240,31.0051875,277.270692404027,16.6514471564494,53.7053586805415,0.884742026325995,0.176986997089741
