"name","min","Q1","median","Q3","max","n","mu","variance","sigma","CV","skewness","kurtosis"
"months_inventory",3.4,7.8,8.95,10.95,14.9,240,9.1925,5.30688912133891,2.30366862229334,25.0603059264982,0.040975265871081,-0.174447541638487
